user_id,snapshot_date,days_since_last_purchase,purchases_last_30d,avg_order_value,category,remaining_budget_pct,coupon_offered,order_placed,order_profit
2462,2025-06-19,6,3,48.12,fashion,0.43,none,0,0.0
5861,2025-04-08,25,2,88.19,grocery,0.24,5,0,0.0
1249,2025-05-28,1,3,48.67,electronics,0.23,5,1,18.21
3765,2025-06-16,2,4,43.24,electronics,0.36,none,0,0.0
291,2025-05-27,28,0,83.37,fashion,0.36,20,0,0.0
8018,2025-06-10,18,4,34.89,sports,0.1,none,0,0.0
3522,2025-05-02,33,1,32.49,fashion,0.9,20,0,0.0
9729,2025-04-27,12,5,78.49,electronics,0.24,none,1,19.67
3268,2025-04-25,33,3,67.46,electronics,0.93,5,0,0.0
4943,2025-04-11,24,1,93.41,fashion,0.9,5,0,0.0
4999,2025-04-26,46,0,64.21,home,0.15,none,0,0.0
1775,2025-04-23,1,2,56.42,home,0.53,20,1,20.83
7393,2025-06-08,0,0,39.14,grocery,0.58,5,0,0.0
8928,2025-04-20,0,1,50.88,home,0.0,none,0,0.0
8583,2025-04-16,3,3,62.59,electronics,0.67,none,0,0.0
4223,2025-06-06,2,0,71.57,grocery,0.6,10,0,0.0
7665,2025-05-19,8,5,45.76,electronics,0.72,5,0,0.0
4172,2025-04-20,3,2,82.3,sports,0.89,5,0,0.0
1455,2025-06-04,21,1,64.55,home,0.4,none,0,0.0
7040,2025-04-20,31,1,80.31,beauty,0.4,20,1,27.34
4075,2025-06-11,4,1,65.19,fashion,0.51,10,0,0.0
3700,2025-04-03,13,2,80.75,beauty,0.39,10,0,0.0
744,2025-05-24,35,1,71.73,sports,0.01,10,0,0.0
2349,2025-05-25,15,0,89.8,sports,0.6,10,0,0.0
4155,2025-05-04,1,3,82.09,home,0.68,10,0,0.0
7417,2025-06-02,14,2,63.36,grocery,0.53,10,0,0.0
3956,2025-05-05,15,1,48.17,home,0.47,5,0,0.0
1859,2025-05-30,2,3,16.64,sports,0.34,10,0,0.0
3977,2025-04-21,18,2,47.4,sports,0.35,10,1,8.29
393,2025-05-22,8,1,69.44,electronics,0.53,20,0,0.0
4606,2025-06-08,2,0,52.18,beauty,0.02,none,0,0.0
4977,2025-06-27,2,4,50.97,home,0.76,10,0,0.0
7032,2025-05-03,12,2,68.0,grocery,0.43,10,0,0.0
340,2025-05-14,25,3,107.54,beauty,0.29,5,0,0.0
6324,2025-05-14,5,10,89.0,sports,0.7,10,0,0.0
7910,2025-06-18,10,2,52.77,sports,0.15,none,0,0.0
8094,2025-06-27,4,6,51.95,beauty,0.28,5,1,21.01
9775,2025-05-29,4,4,62.97,electronics,0.82,5,0,0.0
6776,2025-06-14,6,2,66.79,sports,0.13,20,1,14.97
9487,2025-04-08,12,4,40.65,sports,0.56,none,0,0.0
3417,2025-06-09,19,2,64.68,home,0.52,5,0,0.0
1490,2025-06-13,51,2,27.08,electronics,0.38,5,0,0.0
5,2025-06-05,8,1,62.64,electronics,0.82,5,0,0.0
9320,2025-05-24,1,4,72.8,beauty,0.51,10,0,0.0
1189,2025-06-21,6,3,104.32,electronics,0.22,10,0,0.0
1119,2025-05-30,1,1,58.74,fashion,0.94,20,0,0.0
7341,2025-06-17,12,2,70.73,grocery,0.83,5,1,20.57
3545,2025-04-17,2,5,56.57,electronics,0.72,10,0,0.0
5139,2025-05-31,0,4,55.52,sports,0.98,10,0,0.0
844,2025-05-10,1,2,65.29,sports,0.88,10,0,0.0
4243,2025-06-19,30,3,63.66,sports,0.82,10,0,0.0
8227,2025-06-20,2,4,61.96,grocery,0.56,20,0,0.0
5743,2025-06-16,0,5,57.03,electronics,0.96,none,0,0.0
2238,2025-04-20,1,4,50.55,beauty,0.17,none,0,0.0
1521,2025-05-15,1,4,34.78,beauty,0.27,none,0,0.0
6650,2025-04-01,2,2,60.44,sports,0.15,none,0,0.0
7015,2025-06-29,18,2,62.34,electronics,0.4,5,1,18.82
7627,2025-04-24,0,5,44.09,beauty,0.35,20,1,12.06
1227,2025-05-27,2,2,64.05,home,0.35,10,0,0.0
3808,2025-05-15,4,2,61.01,beauty,0.89,none,0,0.0
626,2025-06-22,18,2,83.01,sports,0.19,none,0,0.0
7893,2025-06-14,0,5,64.01,grocery,0.38,5,1,18.6
2527,2025-06-10,11,0,59.04,home,0.3,5,0,0.0
3256,2025-05-29,15,1,41.31,beauty,0.77,none,0,0.0
5665,2025-04-11,20,2,49.69,fashion,0.55,none,0,0.0
1483,2025-06-23,6,1,91.07,electronics,0.15,5,0,0.0
7719,2025-04-06,7,2,69.02,sports,0.97,5,0,0.0
4599,2025-05-12,8,2,83.45,home,0.67,none,0,0.0
5596,2025-05-05,28,1,74.72,fashion,0.11,none,0,0.0
7104,2025-05-06,0,2,70.74,home,0.3,20,0,0.0
6602,2025-06-28,5,1,53.29,electronics,0.12,none,0,0.0
398,2025-04-22,15,3,87.9,beauty,0.43,5,0,0.0
985,2025-05-23,0,3,91.82,sports,0.62,10,0,0.0
8063,2025-04-20,16,3,88.58,home,0.37,none,0,0.0
8794,2025-06-22,0,3,67.33,home,0.27,10,0,0.0
2557,2025-06-06,5,5,55.46,grocery,0.1,none,0,0.0
217,2025-05-08,15,4,69.35,grocery,0.72,5,0,0.0
6813,2025-04-08,19,2,57.6,home,0.96,10,0,0.0
9843,2025-04-14,10,7,46.23,beauty,0.63,5,0,0.0
1141,2025-04-23,1,3,27.19,grocery,0.77,5,0,0.0
908,2025-05-07,2,7,59.05,beauty,0.64,none,1,19.54
3895,2025-06-20,3,2,78.56,grocery,0.4,10,0,0.0
6160,2025-04-11,27,2,57.06,fashion,0.68,none,0,0.0
4651,2025-05-23,9,0,40.21,home,0.94,none,0,0.0
4692,2025-05-02,21,4,57.96,sports,0.43,none,0,0.0
4685,2025-04-05,1,4,72.3,beauty,0.75,10,0,0.0
9891,2025-05-27,6,4,43.62,grocery,0.2,none,0,0.0
2733,2025-06-04,4,4,61.71,sports,0.23,none,0,0.0
964,2025-06-27,4,2,83.15,home,0.53,5,0,0.0
5293,2025-05-17,2,4,38.86,home,0.63,10,0,0.0
4772,2025-04-30,12,2,78.27,sports,0.65,5,0,0.0
2774,2025-06-17,5,3,52.56,beauty,0.81,20,0,0.0
9666,2025-04-23,24,0,94.49,sports,0.85,10,0,0.0
1666,2025-06-02,6,5,67.88,electronics,0.27,5,1,22.96
1352,2025-06-25,2,3,67.05,sports,0.54,5,0,0.0
1334,2025-04-01,6,5,49.8,fashion,0.84,10,0,0.0
9409,2025-06-24,8,3,55.72,grocery,0.6,5,0,0.0
8948,2025-04-19,23,3,89.79,home,0.37,5,0,0.0
9561,2025-05-14,17,4,66.42,electronics,0.68,10,0,0.0
1307,2025-04-24,9,3,66.15,sports,0.66,5,0,0.0
244,2025-04-14,11,6,79.34,home,0.04,none,1,21.86
3952,2025-06-03,1,2,34.99,sports,0.71,10,0,0.0
4763,2025-05-14,0,4,88.65,grocery,0.41,5,0,0.0
2520,2025-05-17,0,2,85.64,sports,0.58,20,0,0.0
6157,2025-05-15,8,4,38.17,home,0.46,none,0,0.0
6161,2025-06-08,17,3,57.81,sports,0.42,none,0,0.0
6738,2025-06-27,18,3,84.32,electronics,0.69,10,0,0.0
3458,2025-05-17,28,3,68.32,electronics,0.83,5,0,0.0
314,2025-04-15,4,6,50.76,grocery,0.85,5,0,0.0
2864,2025-04-30,4,4,35.98,sports,0.63,20,1,8.22
1710,2025-05-16,3,2,68.26,sports,0.7,5,0,0.0
9691,2025-04-10,1,3,52.25,sports,0.89,20,0,0.0
8406,2025-04-21,11,4,68.16,home,0.21,none,0,0.0
9968,2025-04-19,41,1,29.14,fashion,0.47,none,0,0.0
7536,2025-06-28,4,3,103.86,beauty,0.48,5,0,0.0
1327,2025-05-07,8,7,73.15,fashion,0.31,none,0,0.0
4537,2025-06-19,20,4,61.76,grocery,0.41,none,0,0.0
6928,2025-05-21,3,3,52.66,grocery,0.24,5,1,21.34
661,2025-05-17,2,3,49.39,electronics,0.4,none,0,0.0
8899,2025-06-25,23,2,50.83,electronics,0.81,20,0,0.0
8478,2025-06-02,12,2,43.73,beauty,0.21,5,0,0.0
9709,2025-04-22,0,4,85.08,fashion,0.34,5,0,0.0
2995,2025-04-26,13,3,59.59,electronics,0.19,none,0,0.0
2981,2025-05-31,5,5,74.41,sports,0.01,none,0,0.0
6293,2025-04-01,14,6,39.69,sports,0.25,10,1,11.25
7845,2025-04-14,3,3,60.81,home,0.99,5,0,0.0
2708,2025-04-07,10,3,82.54,beauty,0.12,none,0,0.0
3278,2025-06-04,17,2,60.69,sports,0.01,none,0,0.0
3478,2025-05-11,0,2,71.08,sports,0.37,none,0,0.0
6216,2025-04-02,2,3,91.47,electronics,0.06,none,0,0.0
1076,2025-06-07,1,1,55.36,sports,0.69,5,0,0.0
5130,2025-05-30,2,3,48.54,fashion,0.56,none,0,0.0
2417,2025-06-05,4,3,78.07,sports,0.04,5,0,0.0
7075,2025-04-15,2,1,47.79,beauty,0.8,none,0,0.0
7431,2025-06-19,9,4,50.83,fashion,0.43,none,1,18.5
9128,2025-04-17,0,4,30.81,electronics,0.99,none,0,0.0
3613,2025-05-22,33,4,71.91,fashion,0.32,10,0,0.0
1128,2025-05-21,17,2,65.46,home,0.48,none,0,0.0
2320,2025-04-20,9,3,51.9,electronics,0.7,10,1,12.37
2229,2025-05-05,16,4,62.51,electronics,0.46,5,0,0.0
31,2025-04-05,2,1,76.75,grocery,0.26,10,0,0.0
5858,2025-05-13,20,2,20.84,electronics,0.67,5,1,3.34
6581,2025-06-01,3,2,74.92,home,0.49,10,0,0.0
3573,2025-04-29,6,5,49.8,beauty,0.72,10,0,0.0
2853,2025-05-19,0,1,62.4,sports,1.0,5,0,0.0
5579,2025-06-26,10,1,38.49,grocery,0.32,20,0,0.0
1529,2025-04-22,16,1,55.61,electronics,0.34,none,0,0.0
7828,2025-04-27,4,1,87.88,beauty,0.23,none,1,29.08
2336,2025-04-11,1,2,60.87,grocery,0.99,20,1,18.45
6995,2025-05-20,34,3,58.27,grocery,0.85,none,0,0.0
6744,2025-04-19,4,4,24.71,electronics,0.87,none,0,0.0
7666,2025-06-17,0,3,60.63,home,0.52,none,1,23.04
5358,2025-04-27,10,1,48.8,grocery,0.72,none,0,0.0
1612,2025-05-31,4,2,58.5,grocery,0.93,10,1,22.64
425,2025-04-18,9,6,44.24,grocery,0.64,20,0,0.0
304,2025-04-30,6,7,29.34,sports,0.72,5,0,0.0
1387,2025-04-16,5,2,52.3,sports,0.06,10,0,0.0
8718,2025-05-21,13,1,78.34,grocery,0.8,5,0,0.0
1075,2025-04-03,11,5,28.13,grocery,0.67,20,0,0.0
4516,2025-04-08,0,4,63.55,sports,0.41,5,1,19.27
4871,2025-05-16,5,3,41.41,beauty,0.08,none,0,0.0
6357,2025-05-20,4,2,10.0,sports,0.3,none,0,0.0
1221,2025-05-01,18,4,42.2,sports,0.1,none,0,0.0
730,2025-05-10,2,2,75.61,home,0.3,5,0,0.0
8451,2025-05-08,0,4,76.93,beauty,0.07,none,0,0.0
7078,2025-06-08,0,0,54.46,home,0.46,none,0,0.0
6096,2025-05-11,7,2,48.5,grocery,0.39,none,0,0.0
1017,2025-06-17,14,1,50.5,home,0.78,10,0,0.0
7053,2025-04-20,46,3,50.27,electronics,0.42,none,0,0.0
7874,2025-04-19,4,1,74.2,beauty,0.33,10,0,0.0
8452,2025-05-07,4,1,53.08,electronics,0.05,none,1,21.38
608,2025-04-08,4,1,53.62,fashion,0.7,none,0,0.0
5639,2025-06-01,6,2,38.24,electronics,0.12,none,0,0.0
833,2025-05-06,12,4,46.33,fashion,0.47,20,1,11.46
3352,2025-05-04,5,0,72.21,sports,0.35,none,0,0.0
3434,2025-05-19,24,4,86.46,home,0.24,none,1,32.56
1369,2025-04-08,6,3,51.5,electronics,0.54,5,0,0.0
2121,2025-05-05,3,5,82.35,home,0.84,20,0,0.0
9344,2025-06-28,10,4,73.97,sports,0.38,5,0,0.0
9845,2025-05-28,13,3,70.53,home,0.29,none,0,0.0
5170,2025-05-23,8,2,61.53,home,0.02,none,0,0.0
4514,2025-05-17,8,3,46.96,electronics,0.95,none,0,0.0
9730,2025-05-13,14,2,27.83,electronics,0.3,none,0,0.0
4689,2025-06-25,6,1,61.1,beauty,0.51,20,1,17.08
4329,2025-06-24,6,5,84.05,fashion,0.81,5,0,0.0
465,2025-05-08,6,3,34.1,grocery,0.28,none,0,0.0
1419,2025-06-24,0,3,76.19,sports,0.59,5,0,0.0
4914,2025-04-08,6,2,79.02,electronics,0.23,none,0,0.0
3147,2025-04-30,3,5,25.25,sports,0.77,10,0,0.0
640,2025-04-28,6,2,39.99,sports,0.98,10,1,10.61
7319,2025-06-03,7,5,36.78,beauty,0.79,20,0,0.0
6282,2025-05-26,20,3,49.25,grocery,0.98,5,0,0.0
605,2025-05-14,0,3,63.89,home,0.97,20,0,0.0
9816,2025-04-24,4,4,78.0,grocery,0.72,none,0,0.0
2522,2025-05-17,5,5,73.97,grocery,0.09,none,0,0.0
3296,2025-04-25,2,5,71.35,beauty,0.6,5,0,0.0
1746,2025-05-16,17,3,40.3,beauty,0.85,5,0,0.0
8081,2025-05-01,21,2,44.59,home,0.64,20,0,0.0
9535,2025-06-20,31,1,58.57,fashion,0.68,5,0,0.0
9656,2025-06-07,10,1,58.22,grocery,0.17,none,0,0.0
980,2025-04-16,5,3,64.53,electronics,0.22,none,0,0.0
9680,2025-06-25,3,4,56.77,sports,0.82,5,0,0.0
557,2025-05-30,4,4,41.93,electronics,0.56,none,1,12.01
7460,2025-05-02,0,5,49.93,electronics,0.53,5,0,0.0
6555,2025-05-19,9,6,82.63,fashion,0.83,20,0,0.0
8700,2025-04-18,3,6,70.68,fashion,0.73,5,1,21.59
5344,2025-04-05,8,1,85.11,beauty,0.23,none,0,0.0
3515,2025-05-09,24,2,41.48,fashion,0.97,none,0,0.0
6601,2025-06-11,18,3,40.76,beauty,0.73,5,0,0.0
5839,2025-05-03,9,1,61.37,sports,0.59,10,0,0.0
1827,2025-05-05,17,3,43.57,home,0.16,5,0,0.0
6629,2025-06-30,45,2,44.57,grocery,0.55,10,0,0.0
6879,2025-06-29,4,6,72.1,grocery,0.95,none,0,0.0
2174,2025-05-13,3,6,72.2,electronics,0.55,10,0,0.0
6355,2025-04-05,0,5,20.01,fashion,0.17,20,1,6.13
3135,2025-06-01,3,4,82.08,beauty,0.07,none,1,23.71
5266,2025-06-05,13,0,67.97,sports,0.62,5,1,21.74
3615,2025-06-23,2,3,44.0,grocery,0.26,10,0,0.0
6656,2025-06-26,1,2,53.94,electronics,0.98,10,1,13.54
658,2025-05-28,14,0,62.91,grocery,0.93,none,0,0.0
1934,2025-04-10,22,1,65.57,beauty,0.45,10,0,0.0
4566,2025-04-23,0,2,60.96,home,1.0,none,0,0.0
6740,2025-06-05,36,1,59.29,electronics,0.02,10,0,0.0
7834,2025-05-26,8,4,75.96,fashion,0.01,none,0,0.0
1883,2025-05-10,6,7,60.2,grocery,0.6,10,0,0.0
6498,2025-05-07,11,1,46.49,beauty,0.77,20,0,0.0
9872,2025-06-04,1,1,82.95,electronics,0.05,none,0,0.0
6252,2025-05-09,2,2,38.72,electronics,0.64,5,0,0.0
519,2025-04-15,19,2,81.59,grocery,0.59,none,0,0.0
6060,2025-06-29,3,2,35.06,fashion,0.61,none,0,0.0
3792,2025-05-02,15,1,36.82,fashion,0.67,10,0,0.0
226,2025-04-26,58,2,67.17,fashion,0.69,5,0,0.0
4125,2025-04-07,19,2,68.6,beauty,0.6,5,0,0.0
33,2025-05-13,5,7,58.72,electronics,0.48,none,1,19.29
1172,2025-06-29,32,1,68.5,home,0.39,none,0,0.0
1692,2025-04-15,23,3,72.24,grocery,0.99,10,0,0.0
2251,2025-04-23,1,4,25.4,grocery,0.17,5,0,0.0
9133,2025-04-17,1,3,82.54,fashion,0.27,none,1,24.84
2476,2025-04-09,5,1,114.87,grocery,0.99,10,0,0.0
8572,2025-05-25,4,2,86.26,fashion,0.62,10,0,0.0
1643,2025-04-28,0,1,42.19,home,0.2,none,0,0.0
5768,2025-06-08,15,4,64.76,home,0.76,10,0,0.0
3320,2025-05-07,5,3,67.94,home,0.83,none,0,0.0
3855,2025-05-28,4,2,52.65,electronics,0.12,none,1,29.15
5202,2025-04-09,3,5,99.35,sports,0.18,none,0,0.0
9637,2025-04-30,3,1,72.61,grocery,0.84,10,0,0.0
6934,2025-05-08,5,7,73.46,grocery,0.89,none,0,0.0
660,2025-04-06,0,1,64.71,home,0.07,none,0,0.0
9311,2025-05-09,3,1,41.46,electronics,0.42,5,0,0.0
972,2025-05-13,7,3,72.54,electronics,0.14,10,0,0.0
4722,2025-05-07,11,1,48.82,fashion,0.42,5,0,0.0
6211,2025-05-16,0,2,44.08,beauty,0.71,5,0,0.0
5495,2025-06-12,22,2,66.96,grocery,0.24,20,0,0.0
5476,2025-06-10,9,2,16.65,fashion,0.33,10,1,6.91
7067,2025-04-02,8,2,30.53,grocery,0.66,10,0,0.0
9813,2025-05-29,7,2,59.25,sports,0.12,none,0,0.0
2194,2025-06-22,60,0,72.13,home,0.48,20,0,0.0
8026,2025-06-19,7,2,37.56,grocery,0.22,10,0,0.0
68,2025-04-30,15,3,82.82,fashion,0.5,10,0,0.0
9383,2025-06-11,11,4,71.22,sports,0.81,10,0,0.0
3973,2025-06-12,4,3,75.8,beauty,0.62,none,0,0.0
7217,2025-05-04,15,2,65.25,home,0.32,none,0,0.0
2526,2025-06-19,3,1,50.43,home,0.88,10,0,0.0
9269,2025-05-28,3,4,52.48,electronics,0.88,10,0,0.0
5283,2025-06-08,24,2,55.12,home,0.48,20,0,0.0
6869,2025-06-08,0,0,66.89,sports,0.12,none,0,0.0
2252,2025-06-11,0,7,79.09,home,0.16,5,0,0.0
5257,2025-06-27,0,7,58.05,electronics,0.18,none,1,25.72
7622,2025-06-18,19,1,55.78,grocery,1.0,10,0,0.0
5801,2025-05-09,17,4,72.87,grocery,0.24,10,0,0.0
1737,2025-05-22,28,3,51.44,home,0.28,5,0,0.0
9013,2025-05-29,3,3,68.77,grocery,0.1,none,0,0.0
2425,2025-06-17,0,2,61.2,home,0.29,none,0,0.0
1047,2025-05-06,11,4,81.84,electronics,0.74,20,0,0.0
6342,2025-04-29,3,3,55.65,home,0.69,10,0,0.0
5654,2025-06-07,7,3,66.92,home,0.84,none,0,0.0
4631,2025-06-26,8,2,72.16,electronics,0.93,10,0,0.0
3923,2025-06-22,3,4,32.35,sports,0.23,none,0,0.0
140,2025-04-14,18,6,79.9,home,0.44,5,1,28.29
6630,2025-06-23,5,2,78.73,electronics,0.05,none,0,0.0
2162,2025-06-11,4,8,22.37,sports,0.48,none,1,12.21
6038,2025-04-15,24,1,57.23,beauty,0.71,5,0,0.0
8993,2025-04-01,22,1,24.1,fashion,0.74,20,1,11.75
3997,2025-04-19,15,3,74.69,grocery,0.45,5,0,0.0
5669,2025-06-24,5,2,23.55,home,0.43,5,0,0.0
6894,2025-06-08,12,1,55.78,sports,0.73,10,0,0.0
5820,2025-05-23,34,0,97.7,beauty,0.42,5,0,0.0
5360,2025-05-28,40,2,39.0,beauty,0.17,5,0,0.0
4541,2025-05-08,5,0,45.98,fashion,0.88,10,0,0.0
1875,2025-06-22,23,1,58.49,fashion,0.62,none,1,17.23
6710,2025-04-15,2,2,54.32,electronics,0.72,10,0,0.0
6381,2025-04-29,4,6,38.27,beauty,0.86,5,1,12.23
4158,2025-04-19,13,1,47.79,beauty,0.43,5,0,0.0
267,2025-06-17,32,2,45.41,home,0.17,none,0,0.0
136,2025-05-20,12,0,61.71,grocery,0.41,5,0,0.0
8230,2025-06-02,7,2,78.36,grocery,0.48,5,1,25.57
1107,2025-06-23,1,4,45.59,grocery,0.31,none,0,0.0
9065,2025-04-18,8,2,73.59,fashion,0.27,5,0,0.0
558,2025-06-27,5,3,57.2,sports,0.89,20,0,0.0
780,2025-04-12,11,2,42.43,sports,0.08,none,1,4.39
2180,2025-06-08,2,2,74.43,grocery,0.0,none,0,0.0
2568,2025-06-03,0,4,64.71,home,0.15,none,0,0.0
3160,2025-06-15,11,2,75.65,electronics,0.2,5,0,0.0
1269,2025-04-15,0,3,72.59,beauty,0.87,20,1,15.24
1108,2025-06-27,4,3,76.66,electronics,0.89,5,0,0.0
7719,2025-06-12,9,3,77.49,electronics,0.66,none,0,0.0
9296,2025-04-11,35,3,55.14,home,0.07,5,0,0.0
711,2025-05-21,19,6,45.47,electronics,0.09,none,0,0.0
6157,2025-06-14,2,4,65.4,fashion,0.28,none,0,0.0
5412,2025-05-14,10,3,99.09,home,0.26,none,1,27.96
6879,2025-05-05,3,2,37.61,grocery,0.49,none,0,0.0
3883,2025-04-26,16,2,63.43,home,0.18,5,0,0.0
2260,2025-05-17,0,3,55.39,grocery,0.11,5,0,0.0
7509,2025-06-29,0,2,82.16,electronics,0.74,5,1,23.87
6480,2025-05-26,0,2,47.83,beauty,0.17,none,0,0.0
6392,2025-06-05,10,4,84.86,beauty,0.36,5,0,0.0
1485,2025-06-10,4,1,59.53,sports,0.36,10,0,0.0
5442,2025-06-10,13,3,54.93,electronics,0.52,5,0,0.0
9288,2025-05-07,3,2,43.31,home,0.09,none,0,0.0
5035,2025-06-09,2,5,79.45,home,0.08,20,1,21.86
8934,2025-04-30,10,3,54.39,grocery,0.52,5,0,0.0
7751,2025-05-24,3,2,40.05,electronics,0.37,none,0,0.0
3841,2025-04-28,19,3,59.11,grocery,0.91,20,1,17.91
4773,2025-06-25,32,1,59.94,fashion,0.82,5,0,0.0
3070,2025-06-06,1,3,56.48,grocery,0.86,10,1,16.62
4199,2025-05-24,0,3,67.04,sports,0.33,5,0,0.0
1864,2025-05-12,18,3,51.27,fashion,0.28,none,0,0.0
254,2025-05-18,3,2,69.47,sports,0.86,none,0,0.0
7327,2025-06-10,13,5,42.7,fashion,0.8,10,1,12.47
2686,2025-04-25,6,1,81.01,home,0.49,10,0,0.0
8958,2025-06-15,0,2,97.07,beauty,0.9,5,0,0.0
3699,2025-04-26,3,2,50.97,fashion,0.06,none,0,0.0
6467,2025-04-13,6,4,60.96,sports,0.32,none,0,0.0
5788,2025-06-07,6,2,65.95,fashion,0.13,5,0,0.0
2560,2025-06-04,5,4,52.91,sports,0.42,5,0,0.0
6733,2025-05-01,7,3,53.67,home,0.24,5,1,12.68
4445,2025-05-30,12,2,63.6,home,0.18,10,0,0.0
9627,2025-06-06,31,1,63.81,fashion,0.58,5,0,0.0
3805,2025-06-11,5,0,70.7,beauty,0.78,10,0,0.0
2767,2025-06-26,0,3,78.2,electronics,0.98,5,0,0.0
214,2025-06-17,6,5,46.17,sports,0.9,20,1,11.77
5445,2025-05-10,11,0,51.03,beauty,0.93,20,0,0.0
5097,2025-04-21,7,1,66.85,electronics,0.47,5,0,0.0
7561,2025-04-09,13,3,75.57,fashion,0.59,5,0,0.0
1751,2025-05-23,2,2,54.27,grocery,0.98,5,0,0.0
3106,2025-05-31,7,2,66.47,fashion,0.84,20,1,15.88
2377,2025-06-02,1,6,32.81,sports,0.02,none,0,0.0
5486,2025-04-01,5,2,40.16,grocery,0.78,5,0,0.0
2743,2025-06-03,7,1,44.18,electronics,0.54,10,1,10.57
4186,2025-06-11,2,4,54.15,grocery,0.66,5,0,0.0
9285,2025-06-05,0,1,54.69,electronics,0.23,5,0,0.0
3973,2025-05-18,11,4,77.72,fashion,0.27,5,1,10.84
9734,2025-04-02,1,5,50.53,sports,0.01,none,0,0.0
627,2025-05-15,0,3,69.23,home,0.7,20,0,0.0
4524,2025-05-29,18,3,14.03,sports,0.75,10,0,0.0
243,2025-05-22,6,1,58.08,electronics,0.22,10,0,0.0
5562,2025-05-23,5,2,69.54,grocery,0.42,20,0,0.0
2954,2025-05-17,2,5,55.67,electronics,0.15,none,0,0.0
1859,2025-05-21,2,4,40.6,beauty,0.48,none,0,0.0
9123,2025-04-30,4,3,40.21,electronics,0.37,5,0,0.0
6587,2025-05-26,11,4,57.32,electronics,0.19,5,0,0.0
1928,2025-04-26,0,5,41.06,beauty,0.84,10,0,0.0
7099,2025-05-15,27,3,79.68,fashion,0.6,5,0,0.0
631,2025-05-08,1,0,34.47,beauty,0.45,none,0,0.0
5153,2025-06-04,5,1,50.75,grocery,0.89,10,0,0.0
6203,2025-06-21,20,2,79.49,grocery,0.75,none,0,0.0
1377,2025-05-28,0,4,29.93,sports,0.19,5,0,0.0
9586,2025-04-13,9,2,39.45,home,0.04,none,0,0.0
874,2025-05-31,5,2,34.93,grocery,0.75,5,0,0.0
572,2025-04-30,1,2,30.2,beauty,0.19,none,0,0.0
4972,2025-04-05,32,2,92.1,beauty,0.59,10,0,0.0
7455,2025-04-18,21,2,33.4,home,0.43,none,0,0.0
5458,2025-06-30,9,3,36.94,grocery,0.92,none,0,0.0
1085,2025-05-09,11,2,37.63,fashion,0.47,none,0,0.0
893,2025-04-19,12,0,61.65,beauty,0.71,20,0,0.0
1354,2025-04-13,1,3,47.15,fashion,0.18,none,0,0.0
9827,2025-05-30,2,1,89.67,home,0.58,10,0,0.0
9361,2025-06-09,0,2,70.64,home,0.16,none,0,0.0
811,2025-05-03,4,3,23.96,grocery,0.11,none,0,0.0
7013,2025-04-10,14,2,75.72,beauty,0.98,none,1,26.38
8174,2025-05-03,20,2,56.7,beauty,0.67,5,0,0.0
5594,2025-05-31,13,4,61.54,sports,0.19,10,0,0.0
1567,2025-04-11,1,3,62.47,fashion,0.78,5,0,0.0
1647,2025-04-25,1,4,33.28,fashion,0.4,none,0,0.0
6935,2025-04-01,5,0,75.51,grocery,0.65,10,0,0.0
5591,2025-05-13,1,3,25.06,electronics,0.43,5,0,0.0
1746,2025-04-16,0,2,43.32,home,0.69,10,1,11.71
623,2025-04-19,1,8,90.7,grocery,0.61,5,0,0.0
4331,2025-04-11,5,3,55.2,beauty,0.15,none,0,0.0
3945,2025-06-06,0,2,72.68,sports,0.71,20,0,0.0
9819,2025-05-15,8,3,73.2,home,0.88,20,0,0.0
7045,2025-06-26,6,5,62.55,beauty,0.26,20,0,0.0
4243,2025-05-06,5,1,77.42,beauty,0.07,none,0,0.0
5684,2025-04-21,5,4,41.98,electronics,0.55,none,0,0.0
5188,2025-04-19,4,3,58.36,beauty,0.24,none,1,19.56
6752,2025-06-26,25,3,55.62,sports,0.4,none,1,20.13
5832,2025-05-24,6,4,21.01,electronics,0.47,5,0,0.0
1159,2025-04-30,7,3,45.01,home,0.66,20,1,14.47
5248,2025-05-30,8,3,47.96,fashion,0.9,10,0,0.0
7586,2025-05-21,7,4,59.05,fashion,0.29,5,0,0.0
9061,2025-04-11,5,6,92.88,electronics,0.03,none,0,0.0
9563,2025-06-03,0,1,42.75,sports,0.87,10,0,0.0
6668,2025-04-11,8,2,74.86,grocery,0.68,10,0,0.0
9076,2025-04-19,7,3,70.32,home,0.5,20,1,26.39
189,2025-06-04,7,1,40.7,beauty,0.78,5,0,0.0
880,2025-05-11,4,2,47.7,grocery,0.54,5,0,0.0
1926,2025-04-21,1,0,64.42,fashion,0.26,none,0,0.0
986,2025-04-07,0,2,72.41,home,0.4,10,0,0.0
6542,2025-05-25,20,1,43.72,beauty,0.39,10,0,0.0
5134,2025-06-03,24,4,64.54,home,0.33,20,0,0.0
5452,2025-04-19,27,6,73.86,home,0.53,10,1,26.33
5241,2025-05-08,9,2,73.07,grocery,0.59,10,0,0.0
4871,2025-05-02,4,4,82.0,home,0.25,10,0,0.0
8572,2025-06-21,0,0,56.22,home,0.33,none,0,0.0
2083,2025-06-11,4,2,68.13,beauty,0.32,none,0,0.0
3689,2025-04-25,17,2,41.74,beauty,0.14,5,1,8.35
944,2025-05-17,31,0,61.12,electronics,0.21,10,0,0.0
5145,2025-06-24,0,1,62.38,beauty,1.0,10,1,36.24
